fecha_publicacion,fecha_larga,agno,nivel,entidad,seccion,titulo,subtitulo,descripcion,presupuesto,num_beneficiarios,link_publicacion
26/11/2019,Martes 26 de Noviembre del 2019  ,2019,Alcaldía,Tlalpan,Clima,Invierno comunitario en Tlalpan 2019,Invierno en Comunidad Tlalpan 2019,"Otorgará a 17,000 habitantes de los pueblos de San Miguel Topilejo, San Miguel Ajusco, San Miguel Xicalco, Santo Tomás Ajusco, Magdalena Petlacalco y Parres el Guarda, 10,000 cobijas a población adulta (personas mayores, y personas con discapacidad) y 7,000 chamarras a población infantil.",2801400,17000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e18459a5f298fb0aa4554e357e1624f3.pdf
12/12/2019,Jueves 12 de Diciembre del 2019  ,2019,Central,Instituto de la Juventud,Cultura,Jóvenes celebran Navidad en brigadas,Brigadas Jóvenes Abrazando la Navidad 2019,"Se entregarán transferencias monetarias a 500 personas jóvenes de entre 18 a 29 años, que vivan en la Ciudad de México, para colaborar en diversas actividades culturales de invierno que se realizan de la Ciudad de México. Los facilitadores de servicios se dividirán en dos tipos: beneficiarios (que recibirán $4,500 pesos) y generadores (que recibirán $5,500 pesos).",3000000,500,https://www.injuve.cdmx.gob.mx/storage/app/media/brigadas_jovenes_abrazando_la_navidad_2019.pdf
26/12/2019,Jueves 26 de Diciembre del 2019  ,2019,Alcaldía,Venustiano Carranza,Infancia,Cuidado infantil con alimentación 2020,Alimentación y Atención para la Infancia Inscrita en los Centros de Desarrollo Infantil 2020,"Otorgarán hasta 2,200 raciones alimenticias e hidratación en 19 Centros  de  Desarrollo  Infantil  (CENDIS). Además, se brindarán hasta 100 raciones de hidratación en 2 CENDIS más. Los beneficiarios serán menores de 2 a 5 años 11 meses de edad inscritos, durante el periodo de enero a diciembre.",4000000,2300,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/6db6b43155c53dbce20aa2a09e6233d0.pdf
26/12/2019,Jueves 26 de Diciembre del 2019  ,2019,Alcaldía,Venustiano Carranza,Adultos Mayores,Apoyo alimentario en Casa Arcelia,Alimentación y Atención para los Residentes de la Casa Hogar Arcelia Nuto de VillaMichel 2020,"Proporcionar alimentación diaria hasta a 30 Adultos Mayores residentes de la Casa Hogar “Arcelia Nuto de Villamichel”. Se realizará la entrega de productos perecederos y no perecederos, mismos que se preparan conforme al menú establecido, por la Jefatura de Unidad Departamental de Atención a Grupos Vulnerables y Personas Jóvenes de la Alcaldía de Venustiano Carranza, el cual será diseñado por un especialista en nutrición conforme a lo estándares requeridos para personas mayores, la elaboración se realiza por parte del personal calificado en la “Casa Hogar Arcelia Nuto de Villamichel”.",250000,30,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/6db6b43155c53dbce20aa2a09e6233d0.pdf
30/12/2019,Lunes 30 de Diciembre del 2019  ,2019,Alcaldía,Gustavo A. Madero,Alimentación,Subsidio renta para lecherías locales,Apoyo Económico para Pago de Renta de Lecherías,"Se otorgarán transferencias monetarias para el pago del arrendamiento de locales de Lecherías, ubicadas en colonias de bajo y muy bajo índice de bienestar social de la Alcaldía Gustavo A. Madero. Las beneficiarias serán al menos 4 lecherías y la meta podrá ampliarse de acuerdo con el presupuesto asignado.",320000,4,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/5eb07001e71be5bb75ae459b74ec5f3b.pdf
30/12/2019,Lunes 30 de Diciembre del 2019  ,2019,Alcaldía,Gustavo A. Madero,Infancia,Celebrando las Tradiciones GAM,Celebrando las Tradiciones GAM,"Se entregarán hasta 30,000 juguetes y dulces a niñas y niños maderenses y hasta 15,000 roscas de reyes para familias que residan en la Alcaldía Gustavo A. Madero con motivo de la celebración del Día de Reyes 2020.",18689493.31,65000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/df48920327c401fdb786c4f9eafc52c7.pdf
31/12/2019,Martes 31 de Diciembre del 2019  ,2019,Central,Secretaría de Inclusión y Bienestar Social,Desarrollo Social,Apoyo inmediato a población vulnerable,Atención Social Inmediata a Poblaciones Prioritarias (ASIPP),"Proporcionar bienes gratuitos, transferencias monetarias y/o servicios sociales a personas que enfrenten algún tipo de discriminación, contingencias y fenómenos naturales.",198569620,,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/2c367a43322b38a30dcf160a5edf0534.pdf
31/12/2019,Martes 31 de Diciembre del 2019  ,2019,Alcaldía,Venustiano Carranza,Infancia,Juguetes entregados en Venustiano Carranza,Entrega de Juguetes a Niños y Niñas Habitantes en la Alcaldía de Venustiano Carranza en el Festejo del Día de Reyes,"Se otorgarán 11,845 juguetes didácticos, muñecas y muñecos de acción articulados, juegos de mesa y de destreza. Los juguetes serán designados de acuerdo con la edad y etapa de desarrollo de las niñas y niños, es decir preescolar edad de 0 a 5 años y escolar de 6 a 13 años.",2300000,11485,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/df48920327c401fdb786c4f9eafc52c7.pdf
6/1/2020,Lunes 6 de Enero del 2020  ,2020,Alcaldía,Tlalpan,Alimentación,Alimentos escolares durante pandemia COVID-19,Apoyo Alimentario en Tiempos del Covid-19 a Niñas y Niños de Primarias y Secundarias Públicas de Tlalpan,"Se otorgará una transferencia monetaria de $350 pesos en vales a 70,285 estudiantes, inscritos en escuelas primarias y secundarias públicas ubicadas en la Alcaldía Tlalpan",25262673,70285,http://www.tlalpan.cdmx.gob.mx/documentos/acciones-sociales/apoyo-alimentario-primaria-secundaria-covid19.pdf
9/1/2020,Jueves 9 de Enero del 2020  ,2020,Central,Secretaría de Gobierno,Seguridad,Prevención violencia con fuego comunitario,Alto al Fuego Comunitario,Se otorgarán servicios de atención en habilidades psicosociales y transferencias monetarias a 26 ususarios de los talleres sanar y Fenix,494000,26,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/dbafb32b6b077b2a1a1f206f19e10cb6.pdf
14/01/2020,Martes 14 de Enero del 2020  ,2020,Alcaldía,Milpa Alta,Cultura,Apoyo en tradiciones con especie,"Ayudas en Especie para el Fortalecimiento de las Costumbres, Tradiciones y Festividades","Se otorgarán 8,565  transferencias en especie (dulces, roscas, naranjas, pasteles y piñatas) conforme a la fecha, lugar y hora que lo solicite el o la ciudadana. Las ayudas serán para eventos culturales y recreativos organizados por la Alcaldía y por mayordomías, comités, comisiones, organizaciones, asociaciones, grupos de danza folklórica y en general grupos organizados, que tengan esos fines.",1085721.58,8565,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/b1851041c989c9d6b92578556deb6767.pdf
16/01/2020,Jueves 16 de Enero del 2020  ,2020,Central,Secretaría de Gobierno,Seguridad,"Sí al Desarme, Sí a la Paz","Sí al Desarme, Sí a la Paz","Canjear armas de fuego (arma corta, larga, granadas, cartuchos, cargadores, cañones, proyectiles y municiones) que tengan en posesión los habitantes de las 16 alcaldías de la Ciudad de México, por una transferencia monetaria. Se espera canjear al menos 4,500 armas de fuego o hasta agotar el presupuesto asignado.",15000000,4500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/64e327058268f15c15ed28c1c388fe38.pdf
23/01/2020,Jueves 23 de Enero del 2020  ,2020,Alcaldía,Tláhuac,Infancia,Reyes Magos fortalecen tradición Tláhuac,"Crece la Tradición, con los Reyes Magos en Acción, Tláhuac 2020",Atender a los 36 planteles de nivel preescolar y las 41 escuelas públicas de nivel primaria de la demarcación en todos sus turnos a través de la entrega de kits con material para la educación y el desarrollo integral de los y las niñas de la demarcación. Se entregarán 50 kits para nivel preescolar y 80 para nivel primaria. Los paquetes de productos serán para actividades educativas y deportivas.,1391768,77,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e9e2084b12ac86f0a161c78bb9f258ab.pdf
28/01/2020,Martes 28 de Enero del 2020  ,2020,Alcaldía,Tláhuac,Cultura,Conservación cultural e identidad comunitaria,Rescate y Conservación de Nuestras Raíces Identitarias y Fomento a las Actividades Culturales 2020,"La acción cuenta con tres componentes:  1. Se entregarán 140 transferencias monetarias a patronatos, mayordomías, comisiones, asociaciones y grupos culturales organizados; 2. Se realizarán 6 exposiciones itinerantes que serán seleccionadas a través de una convocatoria; 3. Se realizarán 22 actividades culturales que se realizarán de manera itinerante dentro de las instalaciones de los museos: Regional de Tláhuac, Tomás Medina Villaruel y Andrés Quintana Roo.",7000000,168,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/5255dde5eab5f8e5c8d0ec642dce31f6.pdf
28/01/2020,Martes 28 de Enero del 2020,2020,Alcaldía,Tláhuac,Educación,Becas impulsan metas académicas juveniles,Alcanzando Mis Metas Alcaldía Apoya Tu Futuro,Se impartirán cursos de preparación para el examen de ingreso al nivel medio superior a alumnos de tercero de secundaria. Los estudiantes beneficiarios serán 800 divididos en grupos de 25.,437499.99,25,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/5255dde5eab5f8e5c8d0ec642dce31f6.pdf
28/01/2020,Martes 28 de Enero del 2020  ,2020,Alcaldía,Tláhuac,Salud,Homenaje comunitario a ausentes Tláhuac,"En la Ausencia y el Recuerdo, Tláhuac está Contigo 2020",Se proporcionarán hasta 52 servicios funerarios para los habitantes de la demarcación que no cuenten con los recursos suficientes para realizarlos.,500000,52,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/5255dde5eab5f8e5c8d0ec642dce31f6.pdf
1/2/2020,Sábado 1 de Febrero del 2020  ,2020,Alcaldía,Magdalena Contreras,Infancia,Celebración tradicional Día de Reyes,Día de Reyes,"Entregar transferencia en especie de juguetes y/o dulces y roscas a menores que participen en las actividades que organice la Alcaldía La Magdalena Contreras para la celebración del Día de Reyes. Se otorgará un estimado de 10,000 transferencias en especie.",2770000,10000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/fdff5649c17507446623e7faefe9b7ba.pdf
1/2/2020,Sábado 1 de Febrero del 2020  ,2020,Alcaldía,Tlalpan,Infancia,Juguetes para niños Tlalpan 2020,"Entrega de Juguetes a Niñas, Niños y Adolescentes Tlalpan 2020","Entregar 8,413 juguetes en la Alcaldía en 14 espacios públicos ubicados en lugares de bajo y muy índice de bienestar social.",1590057,8413,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/fdff5649c17507446623e7faefe9b7ba.pdf
6/2/2020,Jueves 6 de Febrero del 2020  ,2020,Alcaldía,Cuauhtémoc,Cultura,Recreación y cultura en Cuauhtémoc,"Cuauhtémoc, el Corazón de México: Cultura y Recreación","Se otorgarán transferencias monetarias para evitar el cierre definitivo de 46 centros culturales (teatros, cines, museos y espacios recreativos). Posteriormente, se repartirá el boletaje adquirido a las personas que deseen asistir a los eventos que realizarán estos espacios.",4000200,46,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/4f5975690f038cc8cd0a04efce901290.pdf
10/2/2020,Lunes 10 de Febrero del 2020  ,2020,Central,Secretaría de Cultura,Cultura,Feria virtual Libro en Zócalo,XX Feria internacional del Libro Zócalo Virtual,"La Feria Internacional del libro se realizará en un sitio web virtual y a través de las redes sociales (Facebook, Twitter y YouTube), logrando con ello, interactuar con el público y ofrecer los servicios y contenidos las distintas plataformas. Los contenidos más relevantes se transmitirán por Código CDMX y Capital 21.",873000,143,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/0a2251fb9d3da7872f3893b5909439f7.pdf
17/02/2020,Lunes 17 de Febrero del 2020  ,2020,Alcaldía,Iztapalapa,Cultura,Arte difundido en Iztapalapa CREARTE,Acción Social para Incentivar Actividades Individuales o Colectivas para Difundir y Presentar la Creación Artística en la Alcaldía Iztapalapa(CREARTE),"A través de 450 facilitadores de servicios se realizarán 250 eventos culturales relacionados con la exposición de artes visuales, escénicas, artes plásticas, entre otros. Se estima une meta de 227,000 personas usuarias de los servicios.",17900000,450,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/b2708d5d6cada5002eaa7ab6a296c2ff.pdf
17/02/2020,Lunes 17 de Febrero del 2020  ,2020,Alcaldía,Milpa Alta,Cultura,Tradiciones fortalecidas por pueblos originarios,El Gobierno de los Pueblos Fortaleciendo las Costumbres y Tradiciones,Se otorgarán transferencias monetarias para la realización de eventos culturales en la alcaldía Milpa Alta.,6000000,200,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/836e113335be0cd253aa1533e6ebb336.pdf
18/02/2020,Martes 18 de Febrero del 2020  ,2020,Alcaldía,Magdalena Contreras,Funerario,Servicios funerarios básicos para población,Apoyo de Servicio Funerario Básico,Otorgar 73 servicios funerarios para los habitantes  de la Alcaldía.,730000,73,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/9bb5b113ae066ea84be84352f3d5fe8e.pdf
19/02/2020,Miércoles 19 de Febrero del 2020  ,2020,Alcaldía,Instituto del Deporte,Deporte,Estímulos a deportistas de élite,Estímulos Económicos para Apoyar a Deportistas de Rendimiento y de Alto Rendimiento de la Ciudad de México,Se otorgarán transferencias monetarias  a 160 deportistas de alto rendimiento de la Ciudad de México,10000000,160,https://indeporte.cdmx.gob.mx/storage/app/media/2020/Estimulos%20Economicos/lineamientos-de-operacion-de-la-accion-social-2020.pdf
24/02/2020,Lunes 24 de Febrero del 2020  ,2020,Alcaldía,Gustavo A. Madero,Educación,Educación y bienestar con apoyo,"Juntos por la Educación, Bienestar y Desarrollo","Se entregan transferencias monetarias a 20 facilitadores profesionales o especialistas (Psicología, Pedagogía, Docencia) quienes impartirán cursos de ingreso a la educación media superior y superior; así como cursos para concluir la educación secundaria y media superior; y/o cursos y talleres de creación, desarrollo y aplicación de proyectos juveniles.",450000,20,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/4c56ecf1d7257005f323e9728245968f.pdf
25/02/2020,Martes 25 de Febrero del 2020  ,2020,Central,Secretaría de Gobierno,Justicia,Actividades públicas con utilidad social,Actividades de Pública Utilidad para la Ciudad de México,"Formación de brigadas integradas por personas privadas de su libertad convictas por ciertas modalidades de robo para proyectos y tareas como reforestación, alumbrado público o talleres de prevención del delito.",243936,100,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/8c62a228d47bb3878f6dff3c2855dda9.pdf
25/02/2020,Martes 25 de Febrero del 2020  ,2020,Central,Secretaría de Gobierno,Justicia,Capacitación personas en centros penitenciarios,"Atención Prioritaria a Personas de Centros Penitenciarios, (Atención a Personas Privadas de su Libertad en Programas de Capacitación y Actividades Productivas)","Otorgar transferencias monetarias a  personas privadas de su libertad que participen en las actividades de capacitación para el trabajo tales como: panadería, tortillería, sastrería o costura, lavandería, purificación de agua, producción de pintura, serigrafía. El monto se calcula a partir de cada hora laborada con base al salario Mínimo General Vigente de la Ciudad de México, tomando en consideración 10 días mensuales con cuatro horas de actividad como mínimo.",8000000,7788,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/8c62a228d47bb3878f6dff3c2855dda9.pdf
3/3/2020,Martes 3 de Marzo del 2020  ,2020,Alcaldía,Iztapalapa,Funerario,Servicios funerarios a población vulnerable,Apoyo de Servicios Funerarios,"Otorgar 118 servicios funerarios a personas en pobreza, que contendrán lo siguiente: ataúd, traslado del cuerpo al lugar de velación, accesorios para velorio y transporte de personas al panteón en la Ciudad de México.",750000,118,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/5b75daf8649a807b7c65616ecc0f4d10.pdf
7/3/2020,Sábado 7 de Marzo del 2020  ,2020,Alcaldía,Miguel Hidalgo,Discapacidad,Inclusión social personas con discapacidad,Bienestar e Inclusión a Personas Con Discapacidad,Se otorgarán sillas de ruedas hasta a 248 personas con discapacidad múltiple o fisíca.,1249724.92,248,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7097d8b301fab4d68bb54c0020532fd5.pdf
17/03/2020,Martes 17 de Marzo del 2020  ,2020,Alcaldía,Cuajimalpa,Infancia,Celebración de festividades especiales locales,Celebración de Festividades Especiales,"Entrega de 70,000.00 juguetes, 70,000 bolsas de dulces, 35,000 leches y 3,000 roscas para impulsar las tradiciones que fomentan la convivencia, la integración y los valores familiares, contribuyendo asimismo al sano esparcimiento y creatividad de juego que por derecho le corresponde a la niñez.",33000000,178000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/60c3397684119f55e3f9d0fc47f8ce57.pdf
17/03/2020,Martes 17 de Marzo del 2020  ,2020,Alcaldía,Gustavo A. Madero,Vivienda,Mejora de vivienda en 2020,"Dignificamos tu Casa, ejercicio 2020","Entregar 100 transferencia monetarias de $15,000.00 para el mejoramiento de viviendas particulares de la Demarcación Gustavo A. Madero ubicadas en alguna de las 86 colonias con Bajo y Muy Bajo Índice de Desarrollo Social.",1500000,100,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/60c3397684119f55e3f9d0fc47f8ce57.pdf
17/03/2020,Martes 17 de Marzo del 2020  ,2020,Alcaldía,Tláhuac,Agropecuario,Producción agropecuaria institucional impulsada,Actividad Institucional de Producción Agropecuaria y Emprendimiento,"Se otorgarán 100 incentivos económicos para proyectos productivos y el fortalecimiento de actividades pecuarias y emprendimientos para el empleo. La acción cuenta con dos componentes: Fomento y apoyo a las actividades pecuarias en donde se otorgará un apoyo de hasta $40,000 pesos y Fomento a las actividades de transformación y comercialización en donde se otorgará un apoyo de hasta $30,000 pesos.",3500000,100,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/182dba042c9d9530ccac4e8d99f81f73.pdf
5/4/2020,Domingo 5 de Abril del 2020  ,2020,Alcaldía,Magdalena Contreras,Alimentación,Contingencia COVID-19 con apoyo social,Apoyo por Contingencia Social COVID-19,"Otorgar 20,000 paquetes alimentarios con diversos artículos a los habitantes de la demarcación.",6000000,20000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/cf3e91691b467ec976a84e20f6f0c4e6.pdf
5/4/2020,Domingo 5 de Abril del 2020  ,2020,Alcaldía,Miguel Hidalgo,Económico,Fortaleciendo la Economía Fortec MH Contigo,Fortaleciendo la Economía Fortec MH Contigo,"Se otorgarán transferencias monetarias a las personas titulares de 1,000 micro y pequeñas empresas, pertenecientes a los sectores industria, comercio y servicios, de la Alcaldía Miguel Hidalgo. Se realizará la entrega en una ministración de $5,000.00 pesos.",5000000,1000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/243312fafa3dafb300bdd8f35dda0bc5.pdf
6/4/2020,Lunes 6 de Abril del 2020  ,2020,Alcaldía,Álvaro Obregón,Alimentación,Despensas entregadas por emergencia sanitaria,Entrega de Despensas a Familias Vulnerables con Motivo de la Emergencia Sanitaria,"Se otorgarán 10,500 paquetes alimentarios que viven en situación de vulnerabilidad y se han visto afectados por la emergencia sanitaria derivada del COVID-19.",4378710,10500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/bb71f749b9e6e079ebe2b593431f6f27.pdf
9/4/2020,Jueves 9 de Abril del 2020  ,2020,Central,Secretaría del Trabajo,Empleo,Apoyo trabajadores informales afectados COVID,"Apoyo a Personas Trabajadoras Independientes, No Asalariadas, Del Hogar o con Empleo Eventual, Que Residen en la Ciudad de México y Que Perdieron su Empleo o Vieron Afectados Sus Ingresos con Motivo de la Emergencia Sanitaria Provocada por el Virus SARS-COV2(COVID-19)",Se otorgarán transferencias monetarias a personas trabajadoras independientes que perdieron su empleo.,18192222,6064,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/3bb70127160840b8aede8bba8af64d73.pdf
20/04/2020,Lunes 20 de Abril del 2020  ,2020,Alcaldía,Cuauhtémoc,Económico,Corazón comparte apoyo solidario local,Nuestro Corazón Comparte,"La acción social otorga una transferencia monetaria de $1,050 pesos a 6,520 personas para atender sus necesidades básicas de subsistencia durante la emergencia sanitaria.",6846000,6520,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/da1094166b239e8c96ec1beeb5303b30.pdf
20/04/2020,Lunes 20 de Abril del 2020  ,2020,Alcaldía,Cuauhtémoc,Alimentación,Corazón fortalece comunidad vulnerable ciudadana,Nuestro Corazón Fortalece,"La acción social entregará hasta cuatro talones de vales equivalentes a $350 pesos cada uno para el intercambio por comida o productos de la canasta básica en mercados públicos y establecimientos ubicados en la Alcaldía en Cuauhtémoc a 11,000 personas incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa.",15400000,11000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/da1094166b239e8c96ec1beeb5303b30.pdf
20/04/2020,Lunes 20 de Abril del 2020  ,2020,Alcaldía,Magdalena Contreras,Agropecuario,Suministros para producción agrícola local,Apoyo con Insumos a la Producción Agrícola,Se entregarán  insumos con el fin de reducir los costos de producción y aumentar la rentabilidad a 180 personas cuya actividad económica consiste en actividades agrícolas dentro de la demarcación.,2400000,180,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/da1094166b239e8c96ec1beeb5303b30.pdf
20/04/2020,Lunes 20 de Abril del 2020  ,2020,Central,Secretería de Pueblos Indígenas,Indígenas,Apoyo indígena artesanal en pandemia,"Apoyo Emergente a Personas Artesanas Pertenecientes a Comunidades Indígenas Residentes de la Ciudad de México, ante la contingencia del COVID-19","Se otorgará una transferencia monetaria de $1,500 por única ocasión a 4,000 personas artesanas titulares de familia integrantes de comunidades indígenas residentes que no cuentan con un ingreso fijo y permanente durante la contingencia sanitaria ocasionada por el virus COVID-19.",6000000,4000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/da1094166b239e8c96ec1beeb5303b30.pdf
20/04/2020,Lunes 20 de Abril del 2020,2020,Alcaldía,Tláhuac,Alimentación,Mercomuna Tláhuac,Mercomuna Tláhuac,"Otorgar transferencias monetarias por medio de vales de despensa $1,050 pesos durante tres quincenas a 24,721 familias incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa con el fin de mitigar las repercusiones económicas de las familias y comerciantes para la adquisición de productos de la canasta básica generado por la contingencia sanitaria ocasionada por el COVID-19",27200000,24721,http://www.tlahuac.cdmx.gob.mx/wp-content/uploads/2020/04/Tlh_RO_MERCOMUNA_16042020.pdf
21/04/2020,Martes 21 de Abril del 2020  ,2020,Alcaldía,Azcapotzalco,Urbanismo,Restauración de fachadas en El Parián,"Rehabilitación de Fachadas en la Plaza “El Parián""","Renovar hasta 220 viviendas deterioradas,mediante la rehabilitación de fachadas a través de la aplicación de pintura y remozamiento en edificios de la Plaza denominada “El Parían”,",2072653.55,220,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/124148080aab721770804ea530321fa6.pdf
21/04/2020,Martes 21 de Abril del 2020  ,2020,Alcaldía,Iztapalapa,Económico,Apoyo urgente a salud vulnerable,"Apoyo Económico a Personas en Situación de Vulnerabilidad, Extrema, Gravedad y Urgencia para la Salud, la Vida, el Desarrollo de las Personas y las Familias","Se brindarán 100 transferencias monetarias a las personas que enfrenten una situación de vulnerabilidad y/o emergencia social y lo requieran para solventar los costos asociados a la atención médica. Igualmente, se asignará a los habitantes en situaciones extraordinarias como víctimas de violencia, personas afectadas por un siniestro, emergencia o desastre y población en situación de calle o cualquier otra que afecte su económica.",3000000,100,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/124148080aab721770804ea530321fa6.pdf
21/04/2020,Martes 21 de Abril del 2020  ,2020,Central,Secretaría del Trabajo,Empleo,Apoyo trabajadores no asalariados CDMX,"Apoyo Emergente a Personas Trabajadoras No Asalariadas Con Registro Ante la Secretaría de Trabajo y Fomento al Empleo Residentes de la Ciudad de MÃ©xico y las Personas Trabajadoras Eventuales que Residen y Realizan sus Actividad EconÃ³mica en la Ciudad de MÃ©xico y que Han Visto Afectados sus Ingresos por la SuspensiÃ³n de Actividades No Esenciales, Ante la Emergencia SARS-COV2(COVID-19)","Se otorgará una transferencia monetaria total de $3,000 pesos en dos ministraciones mensuales a 10,264 personas trabajadoras que han visto afectados sus ingresos por la suspensión de actividades no esenciales y que no cuentan con otras fuentes de ingresos fijas durante la emergencia sanitaria ocasionada por el virus COVID-19",30792000,10264,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/124148080aab721770804ea530321fa6.pdf
21/04/2020,Martes 21 de Abril del 2020  ,2020,Alcaldía,Venustiano Carranza,Económico,Apoyo familias Venustiano Carranza COVID,"Apoyo a Familias Residentes en la Alcaldía en Venustiano Carranza, derivado de la emergencia sanitaria COVID-19","Otorgarán un monedero electrónico con la cantidad de $1,000 pesos (dividido en dos ministraciones) a 80,000 personas en situación de pobreza durante la contingencia por el virus COVID-19",80000000,80000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/124148080aab721770804ea530321fa6.pdf
22/04/2020,Miércoles 22 de Abril del 2020  ,2020,Alcaldía,Azcapotzalco,Económico,Apoyo comerciantes afectados por pandemia,"Apoyo Emergente con Motivo de los Efectos Causados por las Obras Públicas realizadas en la Zona y la Pandemia del Coronavirus Covid-19, para Personas que se dedican a Realizar Actividades Mercantiles en las Vías y Espacios Públicos del Centro de la Alcaldía Azcapotzalco","Se entregarán transferencias monetarias de 5,000 pesos en dos ministraciones (abril y mayo) a 500 comerciantes de las vías y espacios públicos del Centro de Azcapotzalco afectados por las obras públicas y por el virus COVID-19. La intención de la acción es funcionar como paliativo a los ingresos de los comerciantes afectados.",5000000,500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/132fb40c16b4d6e7d02ee7581abb8000.pdf
23/04/2020,Jueves 23 de Abril del 2020  ,2020,Alcaldía,Iztacalco,Alimentación,Alimentos Mercomuna Iztacalco distribuidos,Mercomuna Iztacalco,"Se otorgará un apoyo de $1,050.00 pesos en vales en tres entregas quincenales cada una de $350.00 pesos por persona inscrita en el Programa de Abasto Social de Leche Liconsa en Iztacalco que así lo soliciten, o bien, $700.00 pesos en vales por única vez a personas con discapacidad een la Alcaldía Iztacalco, que no hayan recibido el beneficio de esta acción social por estar inscrito en el padrón de beneficiarios Liconsa",21700000,22500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/60772a950b2194798dd5be04709bc3e8.pdf
24/04/2020,Viernes 24 de Abril del 2020  ,2020,Alcaldía,Benito Juárez,Discapacidad,Medicamentos y análisis en BJ,Medicamentos y Estudios de Laboratorio BJ,"Otorgar tres medicamentos del cuadro básico de manera quincenal y dos estudios clínicos de laboratorio en su domicilio a 5,000 personas adultas mayores, personas con discapacidad o que padezcan alguna enfermedad crónica degenerativa, así como a la población en general durante la contingencia sanitaria ocasionada por el virus COVID-19.",5400000,5000,https://alcaldiabenitojuarez.gob.mx/triforce.php?id=149
27/04/2020,Lunes 27 de Abril del 2020  ,2020,Alcaldía,Cuauhtémoc,Económico,Nuestro Corazón Suma,Nuestro Corazón Suma,"Se entregarán transferencias monetarias dirigidas a 611 establecimientos mercantiles constituidos en la demarcación para cubrir gastos como el pago renta de locales durante la emergencia sanitaria, el monto del beneficio será de hasta $30,000 pesos.",9295000,611,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/157f26a7f2b47be22c609f5f81a30f9f.pdf
27/04/2020,Lunes 27 de Abril del 2020  ,2020,Alcaldía,Cuauhtémoc,Económico,Nuestro Corazón Resiste,Nuestro Corazón Resiste,"Se entregarán transferencias monetarias dirigidas a 221 establecimientos mercantiles constituidos en la demarcación para cubrir gastos como el pago de salarios a trabajadores derivados de la contingencia, el monto del beneficio será de hasta $2,000 pesos",6000000,221,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/157f26a7f2b47be22c609f5f81a30f9f.pdf
